12.774,-0.1,0.4,0.2,0,-0.1,-0.7,-0.3
12.988,0,0.5,0.3,-0.1,-0.3,-0.6,-0.3
13.089,-0.1,0.5,0.2,-0.1,-0.2,-0.6,-0.1
13.164,-0.1,0.4,0.2,0.1,-0,-0.7,-0.2
13.205,0,0.4,0.1,0,-0,-0.7,-0.2
13.233,0,0.4,0,0,-0,-0.6,-0.1
13.326,-0.1,0.4,0.1,0,-0.1,-0.7,-0.2
13.422,-0.1,0.4,0.2,-0,-0.1,-0.6,-0.2
13.517,-0.1,0.3,0.2,0,-0,-0.6,-0.3
13.611,-0.1,0.5,0.3,-0,0,-0.6,-0.3
13.709,-0.1,0.5,0.2,0.1,0,-0.5,-0.3
13.803,-0,0.5,0.2,0.1,0,-0.5,-0.2
13.897,-0.1,0.4,0.2,0.1,-0,-0.7,-0.3
13.992,-0.1,0.4,0.3,0.1,-0.1,-0.6,-0.2
14.091,-0.1,0.5,0.3,0,-0,-0.5,-0.3
14.184,-0.1,0.5,0.2,-0.1,0.1,-0.5,-0.3
14.279,-0.2,0.5,0.2,-0,-0.1,-0.4,-0.4
14.378,-0.1,0.5,0.2,0.1,-0.1,-0.3,-0.3
14.472,-0,0.4,0.1,-0.1,0,-0.2,-0.4
14.565,-0.1,0.4,0.1,-0.1,0,-0.2,-0.3
14.66,-0.1,0.4,0.1,-0.1,0.1,-0.2,-0.4
14.759,-0.1,0.3,0.1,-0.3,0,-0.1,-0.2
14.852,-0.1,0.3,0,-0,0,-0.2,-0.2
14.954,-0,0.3,-0,0,0.1,-0.2,-0.1
15.054,-0.1,0.3,-0.2,-0.1,0.1,-0,-0.3
15.152,-0.1,0.3,-0.1,-0.1,-0.1,-0,-0.3
15.25,-0,0.3,0.1,-0.1,-0.1,-0.1,-0.2
15.351,0,0.2,0.1,-0,-0.1,-0.1,-0.1
15.451,0,0.1,0.1,-0.2,0,-0.2,-0.1
15.548,0.1,-0,0.2,-0.1,0,-0.5,-0
15.646,0.1,0.2,0.4,-0,-0.1,-0.7,-0
15.746,0,0.5,0.4,-0,-0.1,-0.5,-0.2
15.847,0,0.4,0.3,-0,-0.1,-0.5,-0.4
15.946,-0.1,0.6,0.3,-0,-0.1,-0.6,-0.3
16.045,-0.2,0.6,0.3,-0.1,-0.1,-0.5,-0.3
16.142,-0.2,0.4,0.3,-0.1,-0.1,-0.6,-0.2
16.241,-0.2,0.3,0.3,0.1,-0.1,-0.7,-0.4
16.343,-0.1,0.3,0.2,0,-0,-0.7,-0.3
16.442,-0.1,0.4,0.3,-0.1,-0,-0.7,-0.2
16.54,-0.1,0.5,0.2,-0,-0,-0.6,-0.3
16.637,-0.2,0.5,0.2,0,-0.1,-0.8,-0.4
16.74,-0.2,0.5,0.3,0.1,-0.1,-0.8,-0.3
16.839,-0.1,0.5,0.4,0.1,-0.1,-0.6,-0.3
17.318,-0.1,0.4,0.2,0.1,-0.1,-0.6,-0.2
17.787,-0.1,0.4,0.2,0,-0.2,-0.5,-0.4
17.85,-0.2,0.5,0.3,0.1,-0.1,-0.5,-0.5
17.899,-0.1,0.6,0.2,0.1,-0,-0.3,-0.4
17.911,-0,0.4,0,0.1,-0,-0.3,-0.4
17.925,-0.1,0.4,0.1,0.2,-0.1,-0.3,-0.3
17.934,0,0.5,0.1,0.2,0,-0.2,-0.3
17.944,0.1,0.4,0,-0,0.1,-0.1,-0.3
17.957,0.1,0.4,-0,-0.1,0.1,-0.2,-0.4
17.966,-0,0.4,-0.1,0,-0.1,-0.3,-0.4
17.978,-0.1,0.3,0,0.1,-0,-0.2,-0.3
18.027,-0.1,0.3,0.1,0.1,-0.1,-0.2,-0.4
18.125,-0.1,0.3,0.1,-0,-0.2,-0.2,-0.3
18.227,-0.1,0.4,0.1,-0,-0.1,-0.1,-0.4
18.326,-0.1,0.4,0,-0.1,0.1,-0.1,-0.4
18.424,-0.1,0.4,0,-0,0,-0.1,-0.3
18.522,-0.1,0.5,0,-0,-0.1,-0.1,-0.3
18.624,-0,0.4,-0.1,-0,0,-0.1,-0.2
18.723,-0,0.3,0.2,-0.1,0,-0.1,-0.3
