11.87,-0.1,0,0.1,-0.1,-0.1,0.1,-0.1
12.22,-0,-0,0,-0,-0.1,0,-0
12.252,0,0.1,-0,0,-0.1,0.1,0
12.272,-0,0.1,-0.1,0,-0.1,0.1,0
12.318,-0.1,-0,0.1,-0,-0.1,0.1,-0.1
12.338,0.1,-0.1,0.2,0,0,0,-0.1
12.428,0,-0,-0,0.1,0,0,0
12.526,-0.1,-0,-0,0,0.1,-0,0.1
12.624,-0.3,0,-0.1,-0.1,0.1,0.1,0.1
13.558,-0.2,-0.1,0,-0.1,-0,0.1,0.1
13.643,-0.1,-0.2,0.1,-0,0,0.1,0
13.656,-0.1,-0.1,0.1,-0,0.1,0,-0.1
13.668,-0,0.1,0.1,-0,0.1,-0,-0.1
13.703,-0.1,-0,0.1,0,0.1,0,0
13.713,-0.1,0,0.1,-0,-0.1,-0,-0
13.721,-0,0,0.1,-0,-0,-0,-0
13.73,-0,0,0.1,-0.1,0.1,0.1,-0.1
13.739,0,-0,0.2,0,0.1,0,-0
13.749,0,-0.1,0.2,0,-0,-0,-0.1
13.757,-0,-0,0.2,-0.1,0,-0,-0
13.82,-0.1,-0,0.1,-0.1,0.1,0,-0
13.918,-0.1,-0.1,0,0,0,-0,0
14.016,-0.1,-0.1,0.1,0,0,0.1,-0
14.114,-0.2,-0,0,0,0.1,0,0
14.217,-0.1,-0,0,-0.2,0.1,-0,-0
14.315,-0.1,-0.1,0,-0.1,0.1,-0.1,-0
14.414,-0.1,-0.1,0,0,0,0,-0.2
14.512,-0.2,-0,-0,-0,0.1,0.1,-0.1
14.614,-0,-0,-0,-0.1,0,0.1,0.1
14.712,0,0,0,-0.1,-0.1,0,0.2
14.81,0,0,0,-0.3,0,-0.1,0.2
14.909,0,-0,0.2,-0.1,-0,-0.1,-0.1
15.011,-0.1,-0,0.3,-0.1,-0,0.1,0
15.109,-0,-0,0.2,-0.2,-0,0.2,0.1
15.208,-0,0,0.1,-0.2,-0,0.2,0.1
15.306,-0.1,-0,0.2,-0.3,-0,0.1,-0.1
15.41,-0.1,0.1,0.2,-0.3,0.1,0.1,0.1
15.507,-0,-0,0.1,-0.3,-0.1,0.1,0
15.605,-0.1,-0.1,0.2,-0.1,-0.1,-0.2,-0.1
15.707,-0.4,-0,15.3,0,0.2,-0.3,-0.1
15.807,-0.3,-0.1,5.3,-0.9,0.3,-0.5,-0.1
15.904,-0.3,-0.6,-18.3,-2.3,0.4,-0.6,-0.3
16.002,-0.2,-0.5,-11.8,0.1,0.5,-0.1,-0.4
16.105,-0.8,-0.2,7.6,0.1,0.4,-0.2,-0.5
16.203,-2.7,-0.6,26.5,-0.3,0.2,-0.4,-0.3
16.301,-6.7,-0.2,25.8,-0,0.1,-0.4,-0.2
16.401,-11.5,0.1,20.1,0.9,0.2,-0.5,-0.1
16.502,-7.7,0.4,23.4,1,0.4,-0.3,-0
16.602,5,0.4,14.4,1.9,0.4,-0.1,-0.2
16.699,21.8,0.4,14.9,0.6,0.3,-0.5,-0.4
16.798,79.7,0.3,24,-0,0.2,-0.5,-0.2
16.899,128.4,0.6,28.4,0.1,0.1,-0.7,-0.1
16.997,184,0.6,26.4,0.1,0.1,-0.5,-0.2
17.097,279.7,0.7,23.9,0,0.1,-0.1,-0.3
17.195,381.5,0.9,21.3,-0.1,0.1,0.1,-0.3
17.296,204.9,0.8,14.7,0.8,0,-0.4,-0.4
17.396,36.3,0.7,13.6,0.6,0.1,-0.1,-0.2
17.494,25.5,0.1,12.7,0.7,0.1,-0,-0.3
17.595,155.9,-0.6,14.2,0.7,0.2,-0.3,-0.4
